fiscal_year,invoice_date,invoice_number,invoice_amount,payee,payment_date,payment_number,agency,expenditure_type,expenditure_category,spend_category,cost_center,project,program,grant_,fund,financing_source,region,extended_amount,ObjectId
2022,9/23/2021,2364300,484.99,THOROUGHBRED AVIATION MAINTENANCE,11/1/2021,1174460,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Helicopter Maintenance/Repair Services                          ,,,,,General Fund,,,484.99,80919
2022,7/27/2021,2353651,10443.69,RESCUE SYSTEMS INTERNATIONAL LLC,11/1/2021,1174449,Louisville Metro Police Department,Metro Government Operations,Equipment/Capital Outlay,Law Enforcement Equipment,,,,,General Fund,,,2610.93,80921
2022,10/28/2021,2368543,275.63,LOUISVILLE GAS & ELECTRIC COMPANY,10/29/2021,1174337,Louisville Metro Police Department,Metro Government Operations,Utility Services,Gas/Electric Utility Services,,,,,General Fund,,,275.63,80955
2022,10/28/2021,2368544,860.42,LOUISVILLE GAS & ELECTRIC COMPANY,10/29/2021,1174337,Louisville Metro Police Department,Metro Government Operations,Utility Services,Gas/Electric Utility Services,,,,,General Fund,,,860.42,80956
2022,1/31/2022,2426418,10286.08,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,778.29,81603
2022,2/28/2022,2426419,12187.43,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,751.96,81606
2022,2/28/2022,2426436,8499,COVERT TRACK GROUP INC,3/28/2022,1201043,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Computer Software Rental,,,,,General Fund,,,8499,81608
2022,1/31/2022,2426418,10286.08,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,170.62,81610
2022,2/28/2022,2426419,12187.43,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,169.12,81612
2022,2/28/2022,2426419,12187.43,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,150.65,81614
2022,1/31/2022,2426418,10286.08,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,127.86,81618
2022,2/28/2022,2426419,12187.43,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,963.18,81619
2022,1/31/2022,2426418,10286.08,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,712.71,81620
2022,1/31/2022,2426418,10286.08,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,193.03,81621
2022,2/28/2022,2426419,12187.43,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,209.89,81622
2022,1/31/2022,2426418,10286.08,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,417.85,81729
2022,1/31/2022,2426418,10286.08,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,258.71,81730
2022,1/31/2022,2426418,10286.08,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,533.49,81731
2022,1/31/2022,2426418,10286.08,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,720.61,81732
2022,1/31/2022,2426418,10286.08,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,528.49,81733
2022,2/28/2022,2426419,12187.43,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,75.07,81928
2022,2/28/2022,2426419,12187.43,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,701.63,81930
2022,1/31/2022,2426418,10286.08,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,592.75,81932
2022,1/31/2022,2426418,10286.08,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,65,81934
2022,2/28/2022,2426444,12.95,TYLER MOUNTAIN WATER CO INC,3/28/2022,1201122,Louisville Metro Police Department,Metro Government Operations,Supplies,Public & Community Relations Supplies                          ,,,,,General Fund,,,12.95,81937
2022,10/1/2021,2419771,340,FIRST LH2 LLC,3/30/2022,1201338,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Grant Other Assistance                            ,,,,,Federally Funded,,,340,81938
2022,3/2/2022,2426394,75,HIGHWAY SAFETY SERVICES,3/28/2022,1201070,Louisville Metro Police Department,Metro Government Operations,Supplies,Safety Barricades,,,,,General Fund,,,75,81939
2022,3/4/2022,2426452,245.74,THOROUGHBRED AVIATION MAINTENANCE,3/30/2022,1201424,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Helicopter Maintenance/Repair Services                          ,,,,,General Fund,,,245.74,81940
2022,2/28/2022,2423549,56,HIGHWAY SAFETY SERVICES,3/28/2022,1201070,Louisville Metro Police Department,Metro Government Operations,Supplies,Safety Barricades,,,,,General Fund,,,56,81941
2022,2/28/2022,2421827,280,HIGHWAY SAFETY SERVICES,3/28/2022,1201070,Louisville Metro Police Department,Metro Government Operations,Supplies,Safety Barricades,,,,,General Fund,,,280,81944
2022,1/31/2022,2426418,10286.08,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,235.66,81946
2022,2/28/2022,2426419,12187.43,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,142.91,81948
2022,3/1/2022,2421954,10296,MICHAEL E FREVILLE,3/28/2022,1201096,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,10296,81950
2022,2/28/2022,2426419,12187.43,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,73.66,81952
2022,1/31/2022,2426418,10286.08,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,68.16,81954
2022,1/31/2022,2426418,10286.08,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,288.83,82001
2022,1/31/2022,2426418,10286.08,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,270.49,82002
2022,1/31/2022,2426418,10286.08,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,282.94,82003
2022,2/28/2022,2426419,12187.43,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,537.88,82009
2022,2/28/2022,2426419,12187.43,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,395.98,82010
2022,2/28/2022,2426419,12187.43,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,813.14,82011
2022,2/28/2022,2426419,12187.43,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,555.61,82012
2022,2/28/2022,2426419,12187.43,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,328.24,82013
2022,2/28/2022,2426419,12187.43,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,643.91,82014
2022,2/28/2022,2426419,12187.43,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,348.2,82015
2022,2/28/2022,2426419,12187.43,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,325.19,82016
2022,3/3/2022,2426364,858,DERBY CITY APPRAISALS,3/24/2022,1200705,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,858,82115
2022,1/31/2022,2426418,10286.08,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,127.43,82182
2022,2/28/2022,2426419,12187.43,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,1204.68,82183
2022,1/31/2022,2426418,10286.08,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,159.18,82184
2022,2/28/2022,2426419,12187.43,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,83.86,82185
2022,2/28/2022,2426419,12187.43,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,114.64,82186
2022,2/28/2022,2426419,12187.43,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,245.64,82188
2022,2/28/2022,2426419,12187.43,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,166.39,82189
2022,1/31/2022,2426418,10286.08,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,138.08,82190
2022,1/31/2022,2426418,10286.08,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,126.39,82191
2022,1/31/2022,2426418,10286.08,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,177.19,82192
2022,2/28/2022,2426419,12187.43,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,216.32,82193
2022,2/28/2022,2426419,12187.43,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,563.92,82194
2022,2/28/2022,2426419,12187.43,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,90.87,82195
2022,1/31/2022,2426418,10286.08,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,77.03,82196
2022,2/28/2022,2426419,12187.43,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,79.94,82197
2022,1/31/2022,2426418,10286.08,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,89.12,82198
2022,1/31/2022,2426418,10286.08,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,485.32,82199
2022,1/31/2022,2426418,10286.08,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,80.68,82200
2022,2/28/2022,2426395,465,THOROUGHBRED AVIATION MAINTENANCE,3/28/2022,1201117,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Helicopter Maintenance/Repair Services                          ,,,,,General Fund,,,465,82201
2022,2/28/2022,2426419,12187.43,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,213.41,82369
2022,2/28/2022,2426419,12187.43,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,52.26,82370
2022,1/31/2022,2426418,10286.08,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,52.3,82371
2022,1/31/2022,2426418,10286.08,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,177.73,82372
2022,1/31/2022,2426418,10286.08,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,480.05,82373
2022,1/31/2022,2426418,10286.08,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,1036.85,82374
2022,2/28/2022,2426419,12187.43,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,1166.88,82375
2022,2/28/2022,2426419,12187.43,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,501.51,82376
2022,2/28/2022,2426419,12187.43,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,96.15,82377
2022,1/31/2022,2426418,10286.08,CINCINNATI COPIERS INC,3/28/2022,1201036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,750.45,82378
2022,3/21/2022,2429479,10500,KENTUCKY ASSOCIATION OF CHIEFS OF POLICE,3/23/2022,1200425,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,10500,82544
2022,2/25/2022,2426392,50,HIGHWAY SAFETY SERVICES,3/23/2022,1200407,Louisville Metro Police Department,Metro Government Operations,Supplies,Safety Barricades,,,,,General Fund,,,50,82547
2022,2/1/2022,2427528,2400,NAVIGATE360 LLC,3/23/2022,1200444,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Computer Software Rental,,,,,General Fund,,,2400,82550
2022,2/5/2022,2427527,17.48,UNITED PARCEL SERVICE,3/23/2022,1200483,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,17.11,82635
2022,3/21/2022,2429749,240.6,LOUISVILLE GAS & ELECTRIC COMPANY,3/22/2022,1200306,Louisville Metro Police Department,Metro Government Operations,Utility Services,Gas/Electric Utility Services,,,,,General Fund,,,240.6,83222
2022,3/1/2022,2427807,807.43,THOMSON REUTERS SCIENTIFIC INC,3/21/2022,1200223,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Dues,,,,,General Fund,,,807.43,83245
2022,2/24/2022,2426389,50,HIGHWAY SAFETY SERVICES,3/21/2022,1200177,Louisville Metro Police Department,Metro Government Operations,Supplies,Safety Barricades,,,,,General Fund,,,50,83246
2022,3/1/2022,2426433,54.72,SPECIFIC WASTE INDUSTRIES LLC,3/21/2022,1200109,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Hazardous Materials Response Supplies                          ,,,,,General Fund,,,54.72,83247
2022,2/24/2022,2426568,111.79,DELL MARKETING LP,3/21/2022,1200170,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,111.79,83248
2022,3/17/2022,2429251,1700,T-MOBILE USA INC,3/21/2022,1200220,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Telephone Services,,,,,General Fund,,,1700,83249
2022,3/17/2022,2429252,150,T-MOBILE USA INC,3/21/2022,1200220,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Telephone Services,,,,,General Fund,,,150,83250
2022,3/17/2022,2429258,270,T-MOBILE USA INC,3/21/2022,1200220,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Telephone Services,,,,,General Fund,,,270,83251
2022,3/17/2022,2429259,1700,T-MOBILE USA INC,3/21/2022,1200220,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Telephone Services,,,,,General Fund,,,1700,83252
2022,3/17/2022,2429260,890,T-MOBILE USA INC,3/21/2022,1200220,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Telephone Services,,,,,General Fund,,,890,83253
2022,2/21/2022,2415413,1045,T-MOBILE USA INC,3/21/2022,1200220,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Telephone Services,,,,,General Fund,,,1045,83254
2022,3/2/2022,2427881,925.26,LOUISVILLE GAS & ELECTRIC COMPANY,3/21/2022,1200245,Louisville Metro Police Department,Metro Government Operations,Utility Services,Gas/Electric Utility Services,,,,,General Fund,,,95.44,83255
2022,3/2/2022,2427881,925.26,LOUISVILLE GAS & ELECTRIC COMPANY,3/21/2022,1200245,Louisville Metro Police Department,Metro Government Operations,Utility Services,Gas/Electric Utility Services,,,,,General Fund,,,829.82,83256
2022,3/1/2022,2427625,1255.69,LOUISVILLE GAS & ELECTRIC COMPANY,3/21/2022,1200245,Louisville Metro Police Department,Metro Government Operations,Utility Services,Gas/Electric Utility Services,,,,,General Fund,,,1255.49,83257
2022,3/1/2022,2427625,1255.69,LOUISVILLE GAS & ELECTRIC COMPANY,3/21/2022,1200245,Louisville Metro Police Department,Metro Government Operations,Utility Services,Gas/Electric Utility Services,,,,,General Fund,,,0.2,83258
2022,9/2/2021,2392255,21750,COMMUNITY MEDICAL ASSOCIATES INC,3/21/2022,1200165,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,19275,83607
2022,9/2/2021,2392255,21750,COMMUNITY MEDICAL ASSOCIATES INC,3/21/2022,1200165,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,21750,83612
2022,9/2/2021,2392255,21750,COMMUNITY MEDICAL ASSOCIATES INC,3/21/2022,1200165,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,-19275,83616
2022,2/7/2022,2413970,-144,GALLS PARENT HOLDINGS LLC,3/21/2022,1200104,Louisville Metro Police Department,Metro Government Operations,Supplies,Police Supplies,,,,,General Fund,,,-144,83663
2022,12/8/2021,2389324,-198.23,GALLS PARENT HOLDINGS LLC,3/21/2022,1200104,Louisville Metro Police Department,Metro Government Operations,Supplies,Police Supplies,,,,,General Fund,,,-198.23,83664
2022,9/2/2021,2392255,21750,COMMUNITY MEDICAL ASSOCIATES INC,3/21/2022,1200165,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,-2475,83665
2022,9/2/2021,2392255,21750,COMMUNITY MEDICAL ASSOCIATES INC,3/21/2022,1200165,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,2475,83666
2022,12/31/2021,2409106,6666.68,UNIVERSITY MEDICAL CENTER INC,3/21/2022,1200230,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,6666.68,83668
2022,11/30/2021,2385050,6666.68,UNIVERSITY MEDICAL CENTER INC,3/21/2022,1200230,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,6666.68,83673
2022,12/31/2021,2400760,6666.67,UNIVERSITY MEDICAL CENTER INC,3/21/2022,1200230,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,6666.67,83678
2022,12/27/2021,2398419,1826,UNIVERSITY MEDICAL CENTER INC,3/21/2022,1200230,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,1826,83682
2022,2/28/2022,2426455,6666.68,UNIVERSITY MEDICAL CENTER INC,3/21/2022,1200230,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,6666.68,83688
2022,12/16/2021,2397615,163.55,OFFICE DEPOT INC,3/21/2022,1200207,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,163.55,83866
2022,2/21/2022,2426425,238.42,OFFICE DEPOT INC,3/21/2022,1200207,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,238.42,83867
2022,3/2/2022,2427808,35,FARLEY PRINTING COMPANY INC,3/21/2022,1200102,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Printing/Copying                            ,,,,,General Fund,,,35,83868
2022,3/4/2022,2427759,358,COOKS LOCKSMITH SERVICES INC,3/21/2022,1200166,Louisville Metro Police Department,Metro Government Operations,Supplies,Police Supplies,,,,,General Fund,,,358,83869
2022,2/9/2022,2423560,299.81,NET TRANSCRIPTS INC,3/21/2022,1200202,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,299.81,83870
2022,2/15/2022,2423562,1037.97,NET TRANSCRIPTS INC,3/21/2022,1200202,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,1037.97,83871
2022,10/31/2021,2407333,192.49,NET TRANSCRIPTS INC,3/21/2022,1200202,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,192.49,83872
2022,1/31/2022,2409878,692.87,NET TRANSCRIPTS INC,3/21/2022,1200202,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,692.87,83873
2022,1/15/2022,2407014,436.12,NET TRANSCRIPTS INC,3/21/2022,1200202,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,436.12,83874
2022,2/16/2022,2419707,388.86,THOROUGHBRED AVIATION MAINTENANCE,3/21/2022,1200224,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Helicopter Maintenance/Repair Services                          ,,,,,General Fund,,,388.86,83875
2022,2/22/2022,2426397,765,THOROUGHBRED AVIATION MAINTENANCE,3/21/2022,1200224,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Helicopter Maintenance/Repair Services                          ,,,,,General Fund,,,765,83876
2022,2/23/2022,2421398,600,KYLE OWENS,3/21/2022,1200193,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,600,83877
2022,3/1/2022,2429211,4900,SAMANTHA TEMPLE,3/21/2022,1200214,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Rent Land and Buildings External                          ,,,,,General Fund,,,4900,83878
2022,12/14/2021,2427244,680,JULIE CRENSHAW KENNEDY,3/17/2022,1199202,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,680,84544
2022,2/24/2022,2427243,5471.7,BEST STAMP & SEAL CO INC,3/17/2022,1199116,Louisville Metro Police Department,Metro Government Operations,Supplies,Clothing/Uniform supplies,,,,,General Fund,,,5471.7,84593
2022,2/24/2022,2426400,280,FARLEY PRINTING COMPANY INC,3/17/2022,1199118,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,280,84597
2022,3/1/2022,2426427,186.99,OFFICE DEPOT INC,3/17/2022,1199214,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,186.99,84601
2022,3/2/2022,2426429,26.59,OFFICE DEPOT INC,3/17/2022,1199214,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,26.59,84605
2022,2/11/2022,2421221,13.75,TYLER MOUNTAIN WATER CO INC,3/17/2022,1199228,Louisville Metro Police Department,Metro Government Operations,Supplies,Public & Community Relations Supplies                          ,,,,,General Fund,,,13.75,84645
2022,9/20/2021,2353721,1150.5,CDW LLC,3/17/2022,1199178,Louisville Metro Police Department,Metro Government Operations,Equipment/Capital Outlay,Law Enforcement Equipment,,,,,Federally Funded,,,1150.5,84702
2022,2/28/2022,2421957,250,PSYTAC PLLC,3/17/2022,1199217,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,250,84716
2022,2/21/2022,2415440,300,T-MOBILE USA INC,3/17/2022,1199224,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Telephone Services,,,,,General Fund,,,300,84717
2022,2/17/2022,2426405,246.91,UNIFIRST CORPORATION,3/17/2022,1199230,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Uniform Services,,,,,General Fund,,,246.91,84718
2022,2/24/2022,2426411,246.91,UNIFIRST CORPORATION,3/17/2022,1199230,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Uniform Services,,,,,General Fund,,,246.91,84719
2022,2/10/2022,2415466,246.91,UNIFIRST CORPORATION,3/17/2022,1199230,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Uniform Services,,,,,General Fund,,,246.91,84720
2022,1/17/2022,2403630,262.5,CHERYL D THOMPSON,3/16/2022,1198901,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,262.5,85010
2022,1/18/2022,2403631,250,PSYTAC PLLC,3/16/2022,1198991,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,250,85012
2022,2/12/2022,2426446,1082.25,VERIZON WIRELESS,3/16/2022,1199022,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Air Cards,,,,,General Fund,,,1082.25,85014
2022,10/22/2021,2397765,5927,SUBURBAN TOWING INC,3/16/2022,1199006,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Automotive Wrecker Services                           ,,,,,General Fund,,,5927,85016
2022,2/3/2022,2414407,246.91,UNIFIRST CORPORATION,3/16/2022,1199015,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Uniform Services,,,,,General Fund,,,246.91,85018
2022,2/16/2022,2419780,164.16,SPECIFIC WASTE INDUSTRIES LLC,3/17/2022,1199127,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Hazardous Materials Response Supplies                          ,,,,,General Fund,,,164.16,85057
2022,2/2/2022,2419651,49.83,FEDEX,3/17/2022,1199184,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Mail & Shipping                             ,,,,,General Fund,,,49.83,85058
